,id,handle,text
3041,748851849185243136,realDonaldTrump,Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?
3042,748851673313873920,realDonaldTrump,Bill Clinton's meeting was a total secret. Nobody was to know about it but he was caught by a local reporter.
3043,748851569190318080,realDonaldTrump,"As Bernie Sanders said, Hillary Clinton has bad judgement. Bill's meeting was probably initiated and demanded by Hillary!"
3044,748712661764804608,realDonaldTrump,"#ThrowbackThursday #Trump2016
https://t.co/gFtspBViXe"
3045,748711731560579074,HillaryClinton,Our economy is always stronger with a Democrat in the White House. https://t.co/iCi66Pb1Ft #TBT https://t.co/gbFb3LPq2X
3046,748695422089228292,HillaryClinton,Show Hillary she can count on you to stand up to Donald Trump. Chip in now: https://t.co/8ddWLJF5Cm https://t.co/R7lKLDLKI3
3049,748647669707350016,realDonaldTrump,I will be interviewed by @SeanHannity tonight at 10pm on FOX! Enjoy!
3050,748634191202500608,HillaryClinton,Chip in now if you agree with Hillary and @ElizabethForMA: https://t.co/NzXQxeXSLu https://t.co/SYdNt02pg9
3054,748599711792234496,realDonaldTrump,"The reason I put up approximately $50 million for my successful primary campaign is very simple, I want to MAKE AMERICA GREAT AGAIN!"
3055,748599572230975492,realDonaldTrump,I have self funded my winning primary campaign with an approx. $50 million loan. I have totally terminated the loan!
3056,748599438034206720,realDonaldTrump,The very dishonest @NBCNews refuses to accept the fact that I have forgiven my $50 million loan to my campaign. Done deal!
3057,748599094252273664,realDonaldTrump,"One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America. 
https://t.co/mO9QrmYXRD"
3058,748590222988947457,realDonaldTrump,"Why would college graduates want Crooked Hillary as their President? She will destroy them! 
https://t.co/S80xxdeHfG"
3060,748569874042064900,realDonaldTrump,New book by @ericbolling is absolutely terrific and a must read! #WakeUpAmerica
3061,748563357771370496,HillaryClinton,"Pride Month is coming to a close, but our march toward equality continues. Onward. https://t.co/jRDGnXhuuC"
3062,748545076553347073,HillaryClinton,"If Republicans actually wanted to protect women's health, they'd support Planned Parenthood—not attack it.
https://t.co/Av0vFKpHH7"
3063,748528593634992128,realDonaldTrump,The story with Hillary will never change. https://t.co/h0Av3TAIiM
3065,748500552095391745,HillaryClinton,"Scenes from New York City Pride with Team Hillary.
https://t.co/nYWRrJiU40"
3066,748345210372038656,realDonaldTrump,"For reasons only they can explain, the @USChamber wants to continue our bad trade deals rather than renegotiating and making them better."
3067,748343042994733056,realDonaldTrump,Tremendous day in Massachusetts and Maine. Thank you to everyone for making it so special!
3068,748342631361560577,HillaryClinton,Lucharé junto al pueblo de PR para poner la economía de la Isla de vuelta en un camino de estabilidad y prosperidad.
3069,748341366242021376,HillaryClinton,"""I will fight with the people of Puerto Rico to put the island’s economy back on a stable and prosperous path."" https://t.co/x7bnMc8VoA"
3070,748331931616579585,realDonaldTrump,"""@Gengm7: @jakeda @realDonaldTrump As of April this year, Hillary had spent $264,000,000 on her campaign Mr.Trump $55,000,000. self funding"""
3071,748323908072448000,HillaryClinton,"We're not going back, @realDonaldTrump. https://t.co/ogoALlSV8M"
3072,748312355784822784,HillaryClinton,"“Donald Trump has a…chance of becoming president."" https://t.co/eFTYunVudu https://t.co/NT986FC4OF"
3074,748289375801323520,realDonaldTrump,I will be on @oreillyfactor at 8:00 P.M. Enjoy!
3076,748265729116475392,HillaryClinton,We should deploy 5G internet to make sure we have the fastest online connections possible. https://t.co/6CJVBl9j7e
3078,748249006887829504,HillaryClinton,"Cool ties, @realDonaldTrump. https://t.co/wKmKyEzjTh"
3079,748236552346697728,HillaryClinton,"They were made in places like:

Mexico
China
Vietnam
Honduras
Hong Kong
Taiwan
South Korea
Singapore
Bangladesh
Oman https://t.co/eeEzySq9gl"
3080,748222709029543936,HillaryClinton,"From Iowa to California, the primary's taken us to nearly every state in the country. https://t.co/NjgDvedzYm"
3081,748219891577131010,realDonaldTrump,ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!
3082,748209956076261376,HillaryClinton,We have an obligation to protect an open internet and defend net neutrality: https://t.co/6CJVBl9j7e
3084,748194333535395841,HillaryClinton,"In today's vote on Planned Parenthood, the NH Executive Council can choose families or a political agenda. Watching which side they pick. -H"
3085,748185186957922304,HillaryClinton,"Two words: free WiFi.

In train stations, airports and other public spaces. https://t.co/6CJVBl9j7e"
3087,748166232298381312,realDonaldTrump,"Will be in Bangor, Maine today! Join me- 4pmE at the Cross Insurance Center! https://t.co/y4n4nERPFr https://t.co/7LAPewxE05"
3088,748163921383723008,realDonaldTrump,New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/dL5ahNcwZb
3089,748163517455413248,realDonaldTrump,Just watched Senator John Barrasso on @FoxNews - He was great! Thank you John.
3091,748158601118781440,HillaryClinton,"Instead of driving up debt and risking another recession, let's make the economy work for everyone. Here's how: https://t.co/Z10CMINNzn"
3092,748142709932756992,realDonaldTrump,Why would the USChamber be upset by the fact that I want to negotiate better and stronger trade deals or that I want penalties for cheaters?
3093,748141420528140288,realDonaldTrump,"The @USCHAMBER must fight harder for the American worker. China, and many others, are taking advantage of U.S. with our terrible trade pacts"
3094,748137353298862080,HillaryClinton,"""You are strong enough not to let yourself remain a victim."" —Hillary #CreatorsAskHRC
https://t.co/yjMjjyKbrd"
3095,747986907162877952,realDonaldTrump,Iron Mike Tyson was not asked to speak at the Convention though I'm sure he would do a good job if he was. The media makes everything up!
3096,747950659111006208,realDonaldTrump,"""@jtsbk:  @AllenWest thanks for sharing Eric we need @realDonaldTrump now as this administration is incapable of keeping our country safe"""
3097,747945951403335681,HillaryClinton,Live from Los Angeles: Watch Hillary's town hall with @YouTube digital content creators.  → https://t.co/ERJwSRkPJM #CreatorsAskHRC
3098,747924647790936064,HillaryClinton,"""All Americans stand united with the people of Turkey against this campaign of hatred and violence."" —Hillary https://t.co/QmSccJvcV0"
3099,747901376139792384,HillaryClinton,New plan: We should let entrepreneurs defer their student loans for up to 3 years → https://t.co/YuuGnE9EZy
3100,747900114363092992,realDonaldTrump,We must do everything possible to keep this horrible terrorism outside the United States.
3101,747899586593890309,realDonaldTrump,"Yet another terrorist attack, this time in Turkey. Will
the world ever realize what is going on? So sad."
3102,747893672885248009,HillaryClinton,Pat Summitt's record is legendary. Her work ethic—second to none. We need exactly that kind of commitment to end Alzheimer's. -H
3103,747888895581372416,realDonaldTrump,"Hillary Clinton’s Presidency would be catastrophic for
the future of our country. She is ill-fit with bad judgment."
3104,747888354126069761,realDonaldTrump,"Benghazi is just another Hillary Clinton failure. It just
never seems to work the way it's supposed to with Clinton."
3105,747874856130183168,realDonaldTrump,"Check it out - 2nd video on Lying Crooked Hillary is now online! Watch it here: 
https://t.co/5mtwkOvQnd 
#CrookedHillary #Trump2016"
3106,747874261583470592,realDonaldTrump,"""@kridan1: Canceled cable - sick of their bad coverage of you and the fawning over Clinton ... Listened to your great speech on YouTube"""
3107,747873880103059457,realDonaldTrump,"""@bluedogdemky: @CWAUnion @iowa_trump @RichardTrumka @AFLCIO This is why I would think the unions would support @realDonaldTrump for #POTUS"""
3108,747873381077356545,realDonaldTrump,"""@arnold_ziffel: @AnnCoulter also can't help but notice the stock market's reaction as @realDonaldTrump was speaking. #UPUPUP"""
3109,747873311531614208,realDonaldTrump,"""@Patricia_Graf:  @GovBrewer @cvpayne let's get Trump supporters out in massive numbers and make America Great Again - create jobs"""
3110,747873024515407872,realDonaldTrump,"""@vegas_sports: Good for @realDonaldTrump he's smart on business. Maybe If corporations weren't overtaxed they would stay. Voting for #Trump"
3111,747872257872125952,realDonaldTrump,"""@GovBrewer: I'll be a guest today on Making Money with @cvpayne on @ Fox Business 6 PM ET / 3 PM PT Discussing @realDonaldTrump. Tune in!"""
3112,747865622030200832,HillaryClinton,"Trump's speaking about outsourcing right now.

Here’s one of his shirts—made in Bangladesh: https://t.co/GBx8oJhE6W https://t.co/2jeNO3NDbq"
3116,747823117997842433,HillaryClinton,A progressive who gets things done? Make that two. https://t.co/zqsXNdDqEU https://t.co/dmTATNcbby
3117,747815176670449664,HillaryClinton,It's almost as if Trump only cares about himself. https://t.co/7v9jNBtokw
3118,747806144538812417,HillaryClinton,Terrorists are taking advantage of the loopholes in our gun laws. Here's how we stop them: https://t.co/Tn9OyVShZn
3122,747613254025883648,HillaryClinton,Donald Trump proves every day that he’s not in it for the American people—he’s in it only for himself. https://t.co/XIazcLSRQw
3123,747599650664943616,HillaryClinton,Today's #SCOTUS decision upholding reproductive rights is a major victory—but we can't take it for granted. https://t.co/ouzojIS937
3124,747588783147720704,HillaryClinton,"""This election is about values, so let's just do a few: Donald vs. Hillary."" —@elizabethforma https://t.co/OK5UueiA7P"
3125,747573134786650112,HillaryClinton,"Thanks to the Children's Health Insurance Program, eight million kids like Kayla are covered. Watch the new ad:
https://t.co/nxVpETmcxy"
3126,747536527232622592,HillaryClinton,"It's not complicated: We need our economy to work for everyone, not just the rich or the well-connected.
https://t.co/XIazcMasI4"
3129,747514041078276096,HillaryClinton,"""Here’s what I say to voters who may have doubts: No one will fight harder for you and your families than I will."""
3130,747513069874589696,HillaryClinton,"""You can’t just talk someone into trusting you. You’ve got to earn it ... I believe what you say matters."" —Hillary https://t.co/0JaHehp9ig"
3131,747512134876209153,HillaryClinton,"""Every day, Donald Trump proves that he’s not in this for the American people. He’s in it for himself."" —Hillary https://t.co/4NIRN69Xp6"
3132,747511275761041408,HillaryClinton,"""Americans [are] telling us about their struggles…they want to be given a chance, a fighting chance."" —Hillary live from Chicago"
3133,747479209371701248,HillaryClinton,A great day to hit the campaign trail in Ohio with @ElizabethForMA. https://t.co/VizBSUNMxg
3134,747460630249013248,HillaryClinton,"""Hillary believes that racism, hatred, injustice, and bigotry have no place in our country."" —@ElizabethforMA
https://t.co/OK5UueAaZn"
3135,747449853802909705,HillaryClinton,We are not going to let Donald Trump bankrupt America the way he bankrupted his casinos.
3136,747449278109487104,HillaryClinton,"Imagine Trump sitting in the Oval Office the next time America faces a crisis.

Imagine him in charge, with your job and savings at stake."
3137,747449000857636864,HillaryClinton,"Trump rails against other countries and talks about making America great, but his own products are made in places that aren’t named America."
3138,747448065011879936,HillaryClinton,We will fight climate change by making America the clean energy superpower of the 21st century: https://t.co/Jb7DXwL9WS
3139,747446409796915202,HillaryClinton,"We'll reward companies that share profits with employees and pay a good wage. If they can do it for executives, they can do it for workers."
3140,747446023136677888,HillaryClinton,"Let’s make sure that Wall Street and the wealthy pay their fair share of taxes.

Let’s put our families first."
3141,747444832998658049,HillaryClinton,"We can’t let the student debt crisis continue.

We’ve got to give hard-working students and families relief. https://t.co/A4pWb3fOf4"
3142,747444345389875200,HillaryClinton,"It's wrong that millionaires get more tax cuts while families are facing barriers to success.

This election is a chance to make it right."
3143,747443276278566912,HillaryClinton,"""She exposes [Trump] for what he is: temperamentally unfit and totally unqualified to be president."" —Hillary on @elizabethforma"
3144,747440982946381825,HillaryClinton,"""She knows what it takes to beat a thin-skinned bully who is driven by greed and hate.” —@ElizabethForMA on Hillary"
3145,747440153904418816,HillaryClinton,"""When Donald Trump says he’ll make America great, he means make it even greater for rich guys just like Donald Trump.” —@ElizabethForMA"
3146,747438180215955456,HillaryClinton,Watch live as Hillary takes the stage with @elizabethforma in Ohio: https://t.co/1MHHD9Zmd4
3148,747432851843481600,HillaryClinton,"This fight isn't over: The next president has to protect women's health. Women won't be ""punished"" for exercising their basic rights. -H"
3149,747432540672266240,HillaryClinton,"SCOTUS's decision is a victory for women in Texas and across America. Safe abortion should be a right—not just on paper, but in reality. -H"
3150,747424042181791744,realDonaldTrump,.@CNN is all negative when it comes to me. I don't watch it anymore.
3151,747418754255052802,realDonaldTrump,"The media is unrelenting. They will only go with and report a story in a negative light. I called Brexit (Hillary was wrong), watch November"
3152,747415955400196096,realDonaldTrump,"Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage."
3153,747413412691460096,HillaryClinton,"“The children’s health program wouldn’t be in existence today if we didn’t have Hillary pushing for it."" https://t.co/fCZfdKLRkK"
3154,747400248906022916,HillaryClinton,"In a volatile world, the last thing we need is a volatile president.
https://t.co/rGbXi6pwL1"
3155,747263378645622784,HillaryClinton,"Continuemos haciendo historia juntos.
https://t.co/qPeRbC4l1w"
3156,747251267353849857,HillaryClinton,Do not throw away your shot. Win tickets to see @HamiltonMusical with Hillary. Enter here: https://t.co/IIDcm4K8T5 https://t.co/grJ2sImunF
3157,747241330552737793,realDonaldTrump,"""@LindaSuhler: Trump voters don't scare or back down. Our numbers are growing &amp; we're taking our country BACK. #Trump2016🇺🇸 #MAGA"
3158,747240949370261504,realDonaldTrump,"""@w4djt: ""Under a Trump presidency, America will make brilliant new trade deals!"" —Donald Trump #dtmag https://t.co/NpYI9i4iSG"""
3159,747235570615750656,HillaryClinton,"We can’t stop fighting until all LGBT Americans can live their lives free of prejudice, violence, and hate. https://t.co/1OmrTZFG9n"
3160,747227503329173505,realDonaldTrump,"""@brazosboys: Hillary read ""sigh"" off the Teleprompter, She's so fake she has to be told how to feel: https://t.co/ENXliW2m77 @FoxNews"
3161,747220501316014081,HillaryClinton,"“Mi familia ha estado aquí desde 1731 antes de que fuera los Estados Unidos” —Armandina Sifuentes de Texas.
https://t.co/ynISpxhjXs"
3162,747208970201333760,realDonaldTrump,"""@JimVitari:  @ABC @washingtonpost we know they're fake just like poles during primary. I'm sure u will crush #CrookedHillary in general"""
3163,747206160806219776,realDonaldTrump,"The ""dirty"" poll done by @ABC @washingtonpost is a disgrace. Even they admit that many more Democrats were polled. Other polls were good."
3164,747204292742897664,HillaryClinton,Discrimination against LGBT people is all too common—and goes against everything we stand for as a country. https://t.co/CnOZdKXG0q
3165,747194865633595392,realDonaldTrump,Crooked Hillary Attacks Foreign Government Donations - While Ignoring Her Own: https://t.co/pr3BSHJSxL
3166,747191624535511040,realDonaldTrump,Crooked Hillary Clinton got Brexit wrong. I said LEAVE will win. She has no sense of markets and such bad judgement. Only a question of time
3167,747190075344162817,realDonaldTrump,"Hillary Clinton is not a change agent, just the same old status quo! She is spending a fortune, I am spending very little. Close in polls!"
3168,747179548010254336,HillaryClinton,When you're in office Americans count on you for real solutions. You can’t respond with a snarky tweet—you have to actually deliver results.
3169,747178078682644480,realDonaldTrump,"People in our country want borders, and without them the old line pols like Crooked Hillary will not win. It is time for CHANGE -- and JOBS!"
3170,747177700251545600,HillaryClinton,Not even a sit-in in Congress could convince Republican leadership to move forward on gun violence prevention. Americans deserve better.
3171,747176012610404352,HillaryClinton,"No person should be gunned down while learning, teaching, praying, or dancing. It's time for us to come together to strengthen our gun laws."
3172,747175708800188417,HillaryClinton,"""There are more mass shootings in the United States than any other country in the world...We cannot accept this. Not now—not ever."" —Hillary"
3173,747174858996482048,HillaryClinton,"""We need leaders...who put the interests of the American people ahead of their personal business interests."" —Hillary at #USMC2016"
3174,747169804205711360,HillaryClinton,"Las personas LGBT merecen vivir, trabajar y amar libres de discriminación y violencia.
https://t.co/PufUgICykr"
3176,747137246642442240,HillaryClinton,Happy #NYCPride! https://t.co/ZV75RMBiM2
3177,747128992168292354,HillaryClinton,"One year ago, love triumphed in our highest court. Yet LGBT Americans still face too many barriers. Let's keep marching until they don't. -H"
3178,747124218635165697,HillaryClinton,Want to be in the room where it happens? Here's your shot: Win tickets to see @HamiltonMusical with Hillary: https://t.co/sef18uLjSd
3179,747114444514168832,HillaryClinton,"Every LGBT American deserves to live, work, and marry free from discrimination or violence.
https://t.co/GQeL2HcI7l"
3181,747105049352888320,realDonaldTrump,Top 50 Facts About Crooked Hillary Clinton From Trump 'Stakes Of The Election' Address: https://t.co/lfUdXYnsgJ
3182,747102432862273536,realDonaldTrump,The @ABC poll sample is heavy on Democrats.  Very dishonest - why would they do that? Other polls good!
3183,747098691492786176,realDonaldTrump,"Crooked Hillary just took a major ad of me playing golf at Turnberry. Shows me hitting shot, but I never did = lie! Was there to support son"
3186,747081249118949376,HillaryClinton,One year later (still one of our favorite maps). https://t.co/JJMrMOtiQc
3191,747030708678430720,realDonaldTrump,Clinton is trying to wash away her bad judgement call on BREXIT with big dollar ads. Disgraceful!
3192,747029963702996992,realDonaldTrump,"Crooked Hillary Clinton, who called BREXIT 100% wrong (along with Obama), is now spending Wall Street money on an ad on my correct call."
3193,747027629652443136,realDonaldTrump,"George Will, one of the most overrated political pundits (who lost his way long ago), has left the Republican Party.He's made many bad calls"
3194,746908869134262272,realDonaldTrump,"Just landed in New York - a one night stay in Scotland. Turnberry came out magnificently. My son, Eric, did a great job - under budget!"
3195,746895785338544128,realDonaldTrump,Obama has blocked ICE officers and BP from doing their jobs. That ends when I am President!
3196,746895602798178304,realDonaldTrump,I have never liked the media term 'mass deportation' -- but we must enforce the laws of the land!
3197,746895252884164608,realDonaldTrump,We only want to admit those who love our people and support our values. #AmericaFirst
3198,746895065591783424,realDonaldTrump,We must suspend immigration from regions linked with terrorism until a proven vetting method is in place.
3199,746856200113815552,HillaryClinton,"We're going to keep fighting for equality, at home and around the world.
https://t.co/4JjtWshXRI"
3201,746825486676877312,HillaryClinton,"To the LGBT community: We're with you.

Love, @HFA.
https://t.co/4SP1d3s8nz"
3202,746794981977894912,HillaryClinton,You'll tell the story of your night at @HamiltonMusical with Hillary. Enter to win here: https://t.co/MO6hkcxf8A https://t.co/whfzT5tdfv
3203,746750216762720256,HillaryClinton,"LGBT seniors have seen so much progress, but still face discrimination. This has to change. https://t.co/fUCyqi07zY"
3204,746734772928528384,realDonaldTrump,Thank you to everyone who came out &amp; joined us @TrumpTurnberry yesterday! @EricTrump @IvankaTrump @DonaldJTrumpJr https://t.co/hQ1JTMrUtG
3205,746724745996021760,HillaryClinton,"In some states, LGBT Americans can get married on Saturday and fired on Monday. That's not who we are. https://t.co/5TjQnBbM3s"
3206,746721493061632000,realDonaldTrump,"On the 13th tee box @TrumpScotland with my grand daughter, Kai! @DonaldJTrumpJr https://t.co/7ii4KUfsab"
3207,746718385828859904,realDonaldTrump,"Arriving @TrumpScotland with @DonaldJTrumpJr &amp; @EricTrump. Back to New York tonight. 
Video: https://t.co/2GUKqOTHS5"
3209,746705594887737344,HillaryClinton,".@BarneyFrank on the time he marched in NYC's gay pride parade with the First Lady of the United States in 2000.
https://t.co/G1b5cUV0pJ"
3210,746674420605980672,realDonaldTrump,"So funny, Crooked Hillary called BREXIT so incorrectly, and now she says that she is the one to deal with the U.K. All talk, no action!"
3211,746560976921706500,realDonaldTrump,Thoughts and prayers are with everyone in West Virginia- dealing with the devastating floods. #ImWithYou
3212,746476634182660101,HillaryClinton,LGBT kids are perfect the way they are. They deserve love and acceptance—not bullying and violence. https://t.co/3ICu66ozzV
3213,746470769862017024,realDonaldTrump,"""@Jolena3: @realDonaldTrump And we will get it back once we have President Trump! Can't wait!"""
3214,746465982026289152,realDonaldTrump,"""@DarrenWaggener: @realDonaldTrump What has happened in the UK in the last 12 hours is exactly what will happen in November..vote TRUMP 2016"
3215,746458701565988864,realDonaldTrump,"Many people are equating BREXIT, and what is going on in Great Britain, with what is happening in the U.S. People want their country back!"
3216,746456564337344512,realDonaldTrump,"The opening of Trump Turnberry in Scotland was a big success. Good timing, I was here for BREXIT. Very exciting news conference today!"
3217,746453765935366144,realDonaldTrump,Crooked Hillary called it totally wrong on BREXIT - she went with Obama - and now she is saying we need her to lead. She would be a disaster
3218,746437359382708225,HillaryClinton,"Good for you, Jensen. Every woman deserves equal pay, no matter what her age. Keep up the hard work—and courage! https://t.co/F83gK5oZ6W -H"
3219,746424930179289089,HillaryClinton,"Thank you, @POTUS, for marking another important milestone on LGBT Americans' march toward equality. -H https://t.co/KQVYhNDR8I"
3220,746415333741756418,realDonaldTrump,I want all Americans to succeed together. President Obama's illegal executive amnesty undermines job prospects for...https://t.co/dpIDejXzJw
3221,746414797416243200,realDonaldTrump,New Government data by the Center for Immigration Studies shows more than 3M new legal &amp; illegal immigrants settled..https://t.co/hMFyZc1kAM
3222,746406051747008513,HillaryClinton,"Hours after the #BrexitVote, Donald Trump was in the U.K.

Talking about how he, personally, would benefit.
https://t.co/YEt5LozDpt"
3224,746352589407674368,HillaryClinton,"""This time of uncertainty only underscores the need for calm, steady, experienced leadership in the White House."" —Hillary #BrexitVote"
3226,746343756123738112,HillaryClinton,Our first task has to be to make sure that the economic uncertainty created by these events does not hurt working families. #BrexitVote
3227,746341305043783680,HillaryClinton,"""We respect the choice the people of the United Kingdom have made."" —Hillary #BrexitVote https://t.co/58yM8oDkL6"
3228,746289768707698688,realDonaldTrump,"America is proud to stand shoulder-to-shoulder w/a free &amp; ind UK. We stand together as friends, as allies, &amp; as a people w/a shared history."
3229,746289394231828480,realDonaldTrump,"Self-determination is the sacred right of all free people's, and the people of the UK have exercised that right for all the world to see."
3230,746273889160957952,realDonaldTrump,"Getting ready to open the magnificent Turnberry in Scotland. What a great day, especially when added to the brave &amp; brilliant vote."
3231,746273866322829312,realDonaldTrump,"Statement Regarding British Referendum on E.U. Membership
https://t.co/GwWRxT3BVp"
3232,746272130992644096,realDonaldTrump,"Just arrived in Scotland. Place is going wild over the vote. They took their country back, just like we will take America back. No games!"
3233,746171897499508739,HillaryClinton,The fate of immigration reform—and millions of undocumented families—is in the hands of the next president. https://t.co/DvG1zUNNNi
3235,746153085488214016,HillaryClinton,...and many of them pay a lower tax rate. https://t.co/fy9pJL976G
3236,746145338608713728,realDonaldTrump,"Congratulations to my son, Eric, on the fantastic job he has done in rebuilding Turnberry, and its great Ailsa Course. Always support kids!"
3237,746144027616120833,realDonaldTrump,Leaving now for a one night trip to Scotland in order to be at the Grand Opening of my great Turnberry Resort. Will be back on Sat. night!
3238,746135775327092736,HillaryClinton,"We can’t let @realdonaldtrump bankrupt America the way he bankrupted his casinos.
https://t.co/RzHrHkvsoh"
3239,746120796750360576,HillaryClinton,"Women's health is an economic issue: Every woman deserves access to affordable menstrual products. Bravo, New York. https://t.co/jTtiSGNtYh"
3240,746099306390659072,HillaryClinton,"People in Scotland are not thrilled about Trump coming to their country.

We know the feeling.
https://t.co/M5NKiYnt4C"
3241,746094507201077248,realDonaldTrump,Meet the amazing mother whose letter I read during my speech. She lost her son to policies supported by Clinton. https://t.co/NdGQI6Dnji
3242,746073128644784128,HillaryClinton,"Thank you, #DemocraticSitIn. Your determination has exposed Republican inaction on gun violence and demanded better. We can't give up. -H"
3243,746072493950107650,realDonaldTrump,"Read my full statement here on the Supreme Court's executive amnesty decision #imwithyou 
https://t.co/sb1Ag1Eb27"
3244,746064216373731328,realDonaldTrump,Here is another CNN lie. The Clinton News Network is losing all credibility. I’m not watching it much anymore.  https://t.co/pNSgSjD5gW
3245,746063926597672960,realDonaldTrump,"CNN, which is totally biased in favor of Clinton, should apologize. They knew they were wrong.  https://t.co/KR7OnS8h6s"
3246,746063493573509120,HillaryClinton,"44 years since #TitleIX passed, truer than ever: All students deserve equal opportunity, no matter their gender. https://t.co/4X7N9bxWWB"
3248,746057926800977920,realDonaldTrump,Our inner cities have been left behind. We will never have the resources to support our people if we have an open border.
3249,746052286640689157,realDonaldTrump,"On immigration, I’m consulting with our immigration officers
&amp; our wage-earners. Hillary Clinton is consulting with Wall Street."
3250,746047705709961216,realDonaldTrump,"Obama &amp; Clinton should stop meeting with special interests, &amp; start meeting with the victims of illegal immigration."
3251,746044729343741956,realDonaldTrump,Hillary Clinton’s open borders are tearing American families apart. I am going to make our country Safe Again for all Americans. #Imwithyou
3252,746042076211593216,realDonaldTrump,"SC has kept us safe from exec amnesty--for now. But Hillary has pledged to expand it, taking jobs from Hispanic &amp; African-American workers."
3254,746026900502487040,realDonaldTrump,"Hillary Lies to Benghazi Families
#CrookedHillary 
https://t.co/YWd5lk5skG"
3255,746020796007591938,HillaryClinton,"The Supreme Court's Fisher decision is a win for us all. The doors to higher education should be open to every American, not just some. -H"
3256,746008308713152514,HillaryClinton,Desgarradora decisión de #CorteSuprema de inmigración podría separar 5 millones de familias en riesgo de deportación. Tenemos que hacer más.
3257,746007029546913792,HillaryClinton,Today's heartbreaking #SCOTUS immigration ruling could tear apart 5 million families facing deportation. We must do better. -H
3259,745969778267926532,realDonaldTrump,"ISIS threatens us today because of the decisions Hillary Clinton has made along with President Obama.""  --  Donald J. Trump"
3260,745969049943875585,realDonaldTrump,"""Hillary Clinton may be the most corrupt person ever to seek the presidency.""  --   Donald J. Trump"
3261,745967990236143616,realDonaldTrump,"Thank you to Donald Rumsfeld for the endorsement. Very much appreciated. Clinton's conduct has been ""disqualifying."""
3267,745821138773774341,realDonaldTrump,"""@AllegrettiVicki: You have great children, future presidents...and we all see were raised right and out there for their father."" Thank you."
3273,745805112732430337,realDonaldTrump,"""@1lion: brilliant 3 word response to Hillary's 'I'm With You'  slogan https://t.co/dJL71jwK0g @realDonaldTrump https://t.co/Audi8h85qu"""
3274,745804574699692032,realDonaldTrump,"""@justininglv: @realDonaldTrump great speech today!! It's all about America and that's why you will become president!!!!""  Thank you."
3275,745799764004978694,HillaryClinton,Proud of 17 years of progress for those with disabilities under the historic #Olmstead ruling. Let's keep going. https://t.co/pSgfiAgAHf
3277,745782613797969920,HillaryClinton,It’s ridiculous that teachers and nurses have a higher tax rate than many hedge fund managers. https://t.co/oZp5efgjzV
3278,745765814557638656,HillaryClinton,"You*

*offer not valid for Muslims, women, Latinos, African Americans, LGBT Americans, middle-class families ... https://t.co/FTFYAyUFfp"
3279,745751853116325888,HillaryClinton,"House Republicans may have cut the cameras, but they can't cut off our voices. We have to act on gun violence. -H https://t.co/lAj28YZDLY"
3282,745733029289615361,realDonaldTrump,#Imwithyou https://t.co/tan8BmAuR8 https://t.co/5EZ7X1ZZKh
3283,745726305971372032,HillaryClinton,No company in America should be able to pay women less for the work they do. https://t.co/2xsOoheJlp
3285,745696513314127872,HillaryClinton,"Instead of pitting people against each other, we need to enlist everyone in building our country together."
3286,745695909103702016,HillaryClinton,"We can’t let Trump bankrupt America the way he did his casinos.

We need a new chapter in the American Dream – and it can’t be Chapter 11."
3287,745695441753358336,HillaryClinton,.@realDonaldTrump’s tax cuts for millionaires &amp; billionaires would add more than $30 trillion to our national debt. https://t.co/cOA3YulFef
3288,745694706798043137,HillaryClinton,"“Progress is possible … I know Republicans and Democrats can work together, because I’ve done it.” —Hillary https://t.co/a21aYF7NUj"
3289,745694255767822336,HillaryClinton,Families shouldn’t have to spend more than 10% of their income on child care. https://t.co/EYR8iWoYfb
3290,745693690887307264,HillaryClinton,We’ll make companies that ship jobs overseas give back tax breaks they received here at home.
3291,745693134131179520,HillaryClinton,"""I will make it a national priority for more companies to share profits with employees. On top of, not instead of, good wages."" —Hillary"
3292,745693121095303168,realDonaldTrump,#Imwithyou https://t.co/iY4K7Wcw3C
3293,745693029089034240,realDonaldTrump,Hillary says things can't change. I say they have to change. It's a choice between Americanism and her corrupt globalism. #Imwithyou
3294,745692268896595970,HillaryClinton,"We should support our teachers, not scapegoat them. https://t.co/PlnHNleoQN"
3295,745691387912392705,HillaryClinton,"Every child should have a path to success:
Pre-K: https://t.co/LI6Zh7Db2N
School: https://t.co/KWTLAEJ3tz
College: https://t.co/A4pWb3fOf4"
3296,745690551433965568,HillaryClinton,"We’re going to invest $20 billion specifically to create jobs for young people, especially in communities of color. https://t.co/86wMnjfxhs"
3297,745688969023791104,HillaryClinton,“The heart of my plan will be the biggest investment in American infrastructure in decades.” —Hillary https://t.co/R6Tw2HzMhm
3298,745688712135254017,HillaryClinton,Every American willing to work hard should be able to find a job that pays enough to support a family.
3299,745686946396127232,HillaryClinton,Too many corporations seem to have forgotten: It’s wrong to take taxpayer dollars with one hand and give out pink slips with the other.
3300,745685581028536320,HillaryClinton,"""As we Methodists like to say: do all the good you can for all the people you can in all the ways you can."" —Hillary"
